,sr_no,title,no_of_rows,no_of_columns,no_of_numerical_columns,no_of_string_columns,column_types,percent_unique_values_total,percent_unique_values_numeric,percent_unique_values_string,percent_null_values_total,percent_null_values_numeric,percent_null_values_string,unique_values,null_values,column_headers,modified_date,available_formats
412,412,Students Covered Under Tobacco-Free School Policy,7,3,1,2,"['N', 'S', 'S']",57.14285714285714,100.0,35.714285714285715,0.0,0.0,0.0,"[7, 3, 2]","[0, 0, 0]",['Years' 'Historical Data' 'Target'],"May 8, 2019","['CSV', 'CSV']"
413,413,Oregon Opioid Treatment Programs,14,4,1,3,"['S', 'N', 'S', 'S']",85.71428571428571,78.57142857142857,88.09523809523809,0.0,0.0,0.0,"[9, 11, 14, 14]","[0, 0, 0, 0]",['Clinic Name' 'Zip Code' 'Phone Number' 'Location 1'],"February 3, 2018","['CSV', 'RDF', 'JSON', 'XML']"
414,414,8th Grade Reading Proficiency,7,3,1,2,"['N', 'S', 'S']",47.61904761904761,100.0,21.428571428571427,0.0,0.0,0.0,"[7, 2, 1]","[0, 0, 0]",['Years' 'Historical Data' 'Target'],"May 8, 2019","['CSV', 'CSV']"
415,415,Well Data,179,25,8,17,"['N', 'S', 'N', 'S', 'S', 'S', 'N', 'S', 'N', 'N', 'N', 'N', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'S', 'S', 'S', 'S', 'S', 'S']",58.68156424581006,62.290502793296085,56.98324022346368,4.446927374301676,3.4217877094972065,4.929346040092014,"[179, 179, 179, 92, 52, 55, 36, 94, 143, 154, 120, 18, 31, 89, 167, 134, 138, 166, 63, 10, 2, 111, 149, 92, 173]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 10, 0, 0, 12, 37, 35, 1, 26, 65, 0, 0, 0, 0, 0]","['Object ID' 'Site Name' 'USGS Well ' 'Log ID' 'TWNSHP' 'RNG' 'Section '
 'County' 'Elevation' 'TOT Depth' 'Casing Depth' 'SCRN Length' 'Aquifer'
 'Form Open' 'Hydrograph' 'Stratiograph' 'Strathydrograph' 'INST Date'
 'Year Drill' 'Method' 'Precip Gauge' 'Well Owner' 'P Record' 'Water Level'
 'Location 1']","April 3, 2019","['CSV', 'RDF', 'JSON', 'XML']"
416,416,TVCPI,2,7,0,7,"['S', 'S', 'S', 'S', 'S', 'S', 'S']",92.85714285714286,0.0,92.85714285714286,7.142857142857142,0.0,7.142857142857142,"[2, 2, 2, 2, 1, 2, 2]","[0, 0, 0, 0, 0, 0, 1]","['First Name' 'Last Name' 'Email' 'Organization' 'State' 'Comment'
 'Additional Document']","February 3, 2018","['CSV', 'RDF', 'JSON', 'XML']"
417,417,2018 Green Taxi Trip Data,8807303,19,16,3,"['N', 'S', 'S', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",8.867702417557698,0.018835930817867854,56.06165701350345,5.263195542918966,6.250044707216272,0.0,"[2, 7410484, 7402074, 2, 7, 260, 262, 10, 4489, 6775, 14, 7, 2896, 445, 1, 4, 11363, 5, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8807303, 0, 0, 0, 63]","['VendorID' 'lpep_pickup_datetime' 'lpep_dropoff_datetime'
 'store_and_fwd_flag' 'RatecodeID' 'PULocationID' 'DOLocationID'
 'passenger_count' 'trip_distance' 'fare_amount' 'extra' 'mta_tax'
 'tip_amount' 'tolls_amount' 'ehail_fee' 'improvement_surcharge'
 'total_amount' 'payment_type' 'trip_type']","April 5, 2019","['CSV', 'RDF', 'JSON', 'XML']"
418,418,Connecticut Student Loan Foundation Financial Data FY18,83,5,1,4,"['S', 'S', 'S', 'S', 'N']",26.506024096385545,55.42168674698795,19.27710843373494,0.0,0.0,0.0,"[1, 20, 12, 31, 46]","[0, 0, 0, 0, 0]",['Fund' 'Vendor' 'Expense Category' 'Payment Date' 'Amount'],"April 3, 2019","['CSV', 'RDF', 'JSON', 'XML']"
419,419,Percent MMA,1,3,2,1,"['S', 'N', 'N']",100.0,100.0,100.0,0.0,0.0,0.0,"[1, 1, 1]","[0, 0, 0]",['Date & Time' 'Year' 'Marine Managed Areas within State Waters'],"April 3, 2019","['CSV', 'RDF', 'JSON', 'XML']"
420,420,Gini Coefficient HI & US,28,4,3,1,"['S', 'N', 'N', 'N']",89.28571428571429,85.71428571428571,100.0,0.0,0.0,0.0,"[28, 28, 23, 21]","[0, 0, 0, 0]",['Date & Time' 'Year' 'Hawaiʻi' 'United States'],"April 3, 2019","['CSV', 'RDF', 'JSON', 'XML']"
421,421,Neighborhood Associations,56,3,0,3,"['S', 'S', 'S']",50.595238095238095,0.0,50.595238095238095,19.047619047619047,0.0,19.047619047619047,"[4, 56, 25]","[0, 0, 32]",['quadrant' 'name' 'url'],"October 31, 2016",['CSV']
422,422,Vegetable Intake,7,3,3,0,"['N', 'N', 'N']",57.14285714285714,57.14285714285714,0.0,47.61904761904761,47.61904761904761,0.0,"[7, 3, 2]","[0, 4, 6]",['Years' 'Historical Data' 'Target'],"May 8, 2019","['CSV', 'CSV']"
423,423,New Hire Statistics,8,4,3,1,"['N', 'N', 'N', 'S']",100.0,100.0,100.0,0.0,0.0,0.0,"[8, 8, 8, 8]","[0, 0, 0, 0]",['Year' 'FY Beginning Count' 'New Hires' '% of Beginning Count'],"May 8, 2019","['CSV', 'CSV']"
424,424,DHS Data Dashboard,42,54,52,2,"['S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'S', 'N', 'N', 'N']",83.37742504409171,83.83699633699634,71.42857142857143,0.9259259259259258,0.5952380952380952,9.523809523809524,"[42, 41, 42, 42, 40, 42, 41, 42, 41, 42, 39, 36, 40, 40, 36, 16, 42, 36, 40, 40, 38, 35, 42, 41, 42, 42, 39, 41, 26, 39, 39, 11, 29, 33, 42, 14, 35, 40, 8, 33, 21, 40, 28, 42, 42, 8, 37, 41, 41, 42, 18, 14, 27, 41]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 8, 0, 12, 0]","['Report Date' 'FWC Avg Daily census Individual in Shelter - Adults'
 'FWC Avg Daily census Individual in Shelter - Children'
 'FWC Avg Daily census Individual in Shelter - Total'
 'AF Avg Daily census Individual in Shelter - Adults'
 'SA Avg Daily census Individual in Shelter - Men'
 'SA Avg Daily census Individual in Shelter - Women'
 'SA Avg Daily census Individual in Shelter - Total'
 'FWC Unique Individuals by Age - 0 thru 5'
 'FWC Unique Individuals by Age - 6 thru 13'
 'FWC Unique Individuals by Age - 14 thru 17'
 'FWC  Unique Individuals by Age- 18 thru 20'
 'FWC Unique Individuals by Age - 21 thru 29'
 'FWC Unique Individuals by Age - 30 thru 44'
 'FWC Unique Individuals by Age - 45 thru 64'
 'FWC Unique Individuals by Age - 65 and above'
 'FWC Unique Individuals by Age - Total'
 'AF Unique Individuals by Age - 18 thru 20'
 'AF Unique Individuals by Age - 21 thru 29'
 'AF Unique Individuals by Age - 30 thru 44'
 'AF Unique Individuals by Age - 45 thru 64'
 'AF Unique Individuals by Age - 65 and above'
 'AF Unique Individuals by Age - Total'
 'SA Unique Individuals by Age - 18 thru 29'
 'SA Unique Individuals by Age - 30 thru 44'
 'SA Unique Individuals by Age - 45 thru 64'
 'SA Unique Individuals by Age - 65 and above'
 'SA Unique Individuals by Age - Total'
 'FWC Race/Ethnicity HoH - Asian/Pacific Islander'
 'FWC Race/Ethnicity HoH - Black non-Hispanic'
 'FWC Race/Ethnicity HoH - Hispanic'
 'FWC Race/Ethnicity HoH - Native American'
 'FWC Race/Ethnicity HoH - White non-Hispanic'
 'FWC Race/Ethnicity HoH - Unknown'
 'FWC Race/Ethnicity HoH - Total Heads of Households'
 'AF Race/Ethnicity HoH - Asian/Pacific Islander'
 'AF Race/Ethnicity HoH - Black non-Hispanic'
 'AF Race/Ethnicity HoH - Hispanic'
 'AF Race/Ethnicity HoH - Native American'
 'AF Race/Ethnicity HoH - White non-Hispanic'
 'AF Race/Ethnicity HoH - Unknown'
 'AF Race/Ethnicity HoH - Total Heads of Households'
 'SA Race/Ethnicity HoH - Asian/Pacific Islander'
 'SA Race/Ethnicity HoH - Black non-Hispanic'
 'SA Race/Ethnicity HoH - Hispanic'
 'SA Race/Ethnicity HoH - Native American'
 'SA Race/Ethnicity HoH - White non-Hispanic'
 'SA Race/Ethnicity HoH - Unknown'
 'SA Race/Ethnicity HoH - Total Individuals'
 'FWC - Number of School-Aged Children'
 'FWC - Average School Attendance Rate'
 ""FWC - Percent of families successfully placed by youngest school-aged child's school address""
 'HOME-STAT clients placed into permanent housing, transitional housing, and other settings'
 'Total Homebase Enrollments']","June 3, 2019","['CSV', 'RDF', 'JSON', 'XML']"
425,425,New York City Fleet Daily Service Report,37,8,3,5,"['S', 'S', 'S', 'N', 'N', 'N', 'S', 'S']",45.94594594594595,72.97297297297297,29.72972972972973,0.0,0.0,0.0,"[1, 11, 28, 36, 10, 35, 2, 13]","[0, 0, 0, 0, 0, 0, 0, 0]","['Date' 'Agency' 'Fleet Name' 'Fleet Roster' 'Target % In Service'
 'Actual Count In Service' 'Seasonal Flag' 'Description']","March 29, 2019","['CSV', 'RDF', 'JSON', 'XML']"
426,426,311 Service Requests - Garbage Carts - Historical,403791,19,10,9,"['S', 'S', 'S', 'S', 'S', 'N', 'S', 'S', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'S']",21.9323336760067,21.05326765579223,22.90907369846722,7.790820394448457,11.023549311401196,4.198899375612081,"[3117, 4, 2064, 401060, 1, 86, 3, 14, 213252, 63, 211200, 212496, 52, 27, 79, 53, 213028, 213028, 213028]","[0, 0, 3333, 0, 0, 88723, 74434, 74751, 0, 909, 198, 198, 6, 7, 7, 354923, 75, 75, 75]","['Creation Date' 'Status' 'Completion Date' 'Service Request Number'
 'Type of Service Request' 'Number of Black Carts Delivered'
 'Current Activity' 'Most Recent Action' 'Street Address' 'ZIP Code'
 'X Coordinate' 'Y Coordinate' 'Ward' 'Police District' 'Community Area'
 'SSA' 'Latitude' 'Longitude' 'Location']","March 29, 2019","['CSV', 'RDF', 'JSON', 'XML']"
427,427,Meningitis Vaccine Locations,76,16,2,14,"['N', 'N', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S']",32.48355263157895,68.42105263157895,27.349624060150372,26.23355263157895,0.0,29.981203007518797,"[76, 28, 48, 3, 42, 2, 20, 21, 12, 12, 16, 35, 2, 4, 72, 2]","[0, 0, 0, 50, 33, 52, 0, 0, 43, 43, 0, 24, 0, 0, 0, 74]","['id' 'postal_code' 'facility_name' 'url' 'phone' 'contact' 'begin_date'
 'end_date' 'begin_time' 'end_time' 'recurrence_days' 'hours' 'cost'
 'notes' 'Location 1' 'street2']","May 3, 2019","['CSV', 'RDF', 'JSON', 'XML']"
428,428,311 Service Requests - Tree Trims - Historical,362957,16,8,8,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'S']",28.096372297544885,28.948367161950312,27.244377433139462,2.3422540411123083,0.10617648922599647,4.5783315929986195,"[3218, 4, 2069, 361512, 1, 4, 213625, 62, 208852, 210188, 52, 28, 79, 210650, 210650, 210650]","[0, 0, 11327, 0, 0, 121504, 0, 2510, 108, 108, 47, 47, 47, 108, 108, 108]","['Creation Date' 'Status' 'Completion Date' 'Service Request Number'
 'Type of Service Request' 'Location of Trees' 'Street Address' 'ZIP Code'
 'X Coordinate' 'Y Coordinate' 'Ward' 'Police District' 'Community Area'
 'Latitude' 'Longitude' 'Location']","March 29, 2019","['CSV', 'RDF', 'JSON', 'XML']"
429,429,Alcohol Impaired Fatalities,7,3,3,0,"['N', 'N', 'N']",57.14285714285714,57.14285714285714,0.0,0.0,0.0,0.0,"[7, 3, 2]","[0, 0, 0]",['Years' 'Historical Data' 'Target'],"May 8, 2019","['CSV', 'CSV']"
430,430,DSL Land Sales,6,6,0,6,"['S', 'S', 'S', 'S', 'S', 'S']",77.77777777777779,0.0,77.77777777777779,0.0,0.0,0.0,"[1, 6, 3, 6, 6, 6]","[0, 0, 0, 0, 0, 0]",['Sale' 'Title' 'County' 'Description' 'Map' 'Sale catalog'],"February 3, 2018","['CSV', 'RDF', 'JSON', 'XML']"
431,431,Port Of Los Angeles - Adopted Budget 2010 - 2014,209,4,1,3,"['S', 'S', 'N', 'S']",31.57894736842105,97.1291866028708,9.728867623604467,0.0,0.0,0.0,"[5, 48, 203, 8]","[0, 0, 0, 0]",['Fiscal Year' 'Account Name' ' Appropriation Amount ' 'Expense Categories'],"March 29, 2019","['CSV', 'RDF', 'JSON', 'XML']"
432,432,Live Well Report,7,3,2,1,"['S', 'N', 'N']",66.66666666666666,50.0,100.0,0.0,0.0,0.0,"[7, 4, 3]","[0, 0, 0]",['Month/Year' 'LiveWell Population Enrolled' 'LiveWell Population Engaged'],"March 29, 2019","['CSV', 'RDF', 'JSON', 'XML']"
433,433,2018 Adopted Budget Dollars,605,7,4,3,"['S', 'S', 'S', 'N', 'N', 'N', 'N']",63.82526564344746,76.28099173553719,47.21763085399449,11.523022432113342,20.165289256198346,0.0,"[56, 247, 554, 468, 463, 457, 458]","[0, 0, 0, 137, 129, 139, 83]","['DeptCode' 'BCLName' 'ProgramName' '2016 Actuals' '2017 Adopted'
 '2018 Endorsed' '2018 Adopted']","May 10, 2019","['CSV', 'RDF', 'JSON', 'XML']"
434,434,2010 - 2011 School Attendance and Enrollment Statistics by District,35,3,2,1,"['S', 'N', 'N']",99.04761904761905,98.57142857142858,100.0,0.0,0.0,0.0,"[35, 34, 35]","[0, 0, 0]",['District' 'YTD % Attendance (Avg)' 'YTD Enrollment(Avg)'],"May 3, 2019","['CSV', 'RDF', 'JSON', 'XML']"
435,435,"ARRA Grant Revenue as of COB April 30, 2017",157,3,1,2,"['S', 'S', 'N']",51.59235668789809,100.0,27.388535031847134,0.0,0.0,0.0,"[13, 73, 157]","[0, 0, 0]",[' Agency Name' 'Program Name' 'Amount Received'],"April 3, 2019","['CSV', 'RDF', 'JSON', 'XML']"
436,436,Boater Education Equivalency Exams,36,3,0,3,"['S', 'S', 'S']",96.29629629629629,0.0,96.29629629629629,2.7777777777777777,0.0,2.7777777777777777,"[36, 34, 34]","[0, 3, 0]",['\u200b\u200bCounty' 'City' '\u200bDetails\xa0'],"April 3, 2019","['CSV', 'RDF', 'JSON', 'XML']"
437,437,I-5 and I-405 Buffer,1,4,3,1,"['S', 'N', 'N', 'N']",100.0,100.0,100.0,0.0,0.0,0.0,"[1, 1, 1, 1]","[0, 0, 0, 0]",['the_geom' 'OBJECTID' 'Shape_Leng' 'Shape_Area'],"April 3, 2019","['CSV', 'RDF', 'JSON', 'XML']"
438,438,Hurricane Inundation Zones NW,20,5,4,1,"['S', 'N', 'N', 'N', 'N']",69.0,61.25000000000001,100.0,0.0,0.0,0.0,"[20, 4, 5, 20, 20]","[0, 0, 0, 0, 0]",['the_geom' 'Category' 'BoroCode' 'Shape_area' 'Shape_len'],"March 29, 2019","['KML', 'KML', 'ZIP', 'ZIP', 'JSON', 'CSV']"
439,439,2015-16 Demographic Data - Diversity Efforts,63,5,0,5,"['S', 'S', 'S', 'S', 'S']",54.6031746031746,0.0,54.6031746031746,0.0,0.0,0.0,"[16, 63, 63, 24, 6]","[0, 0, 0, 0, 0]",['Grade Band' 'Activity' 'Description' 'Target Population' 'Category'],"March 29, 2019","['CSV', 'RDF', 'JSON', 'XML']"
